Customer_ID,Previous_Season,Renewal_Season,Renewal,Renewal_or_Non-renewal_Date,Average_Price_Paid_Per_Seat_Previous_Season,Total_Seats_Previous_Season,Team_Win_Pct_Previous_Season,Games_Attended_Previous_Season,Games_Missed_Previous_Season,Total_Games_Previous_Season,Non-Game_Events_Attended_Previous_Season,Phone_Calls_Made_to_Customer_Last_90_Days_Before_Renewal_Date,Live_Phone_Conversations_With_Customer_Last_90_Days_Before_Renewal_Date,Emails_Sent_Last_90_Days_Before_Renewal_Date,Section_Previous_Season
278295,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,10,7,17,0,13,1,8,Reserved_Seats
278308,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,8,9,17,0,22,3,13,Reserved_Seats
278410,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,7,10,17,0,12,1,6,Reserved_Seats
278969,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,31-Mar-13,473.28,2,0.54,10,7,17,0,8,1,6,Reserved_Seats
278973,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,17,0,17,0,21,0,12,Reserved_Seats
279084,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,3,0.54,10,7,17,1,15,2,9,Reserved_Seats
279311,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,275.52,5,0.54,13,4,17,8,17,1,12,Reserved_Seats
279390,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,473.28,4,0.54,17,0,17,3,22,4,7,Reserved_Seats
279771,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,362.88,2,0.54,2,15,17,0,0,0,0,Reserved_Seats
279817,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,230.3856,4,0.54,12,5,17,4,17,4,7,General_Admission
280613,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,24-Feb-13,216,1,0.54,9,8,17,0,21,13,5,General_Admission
281072,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,8,9,17,0,29,0,12,Reserved_Seats
281377,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,293.76,2,0.54,13,4,17,0,0,0,0,Reserved_Seats
281660,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,432,2,0.54,13,4,17,0,17,4,10,Reserved_Seats
281887,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,29-Aug-13,240.9408,2,0.54,17,0,17,2,12,2,6,General_Admission
282520,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,443.04,8,0.54,17,0,17,0,2,0,3,Reserved_Seats
283880,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,14,3,17,0,21,2,12,Reserved_Seats
284019,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,13,4,17,0,19,2,10,Reserved_Seats
284149,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,4,0.54,9,8,17,0,27,1,12,Reserved_Seats
284667,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,12-Nov-13,473.28,3,0.54,11,6,17,0,20,2,9,Reserved_Seats
284860,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,362.88,2,0.54,5,12,17,0,17,8,1,Reserved_Seats
284980,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,228.3552,3,0.54,12,5,17,0,29,2,13,General_Admission
285371,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,499.2,2,0.54,12,5,17,0,36,11,2,Reserved_Seats
285804,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,2,0.54,7,10,17,0,18,3,11,General_Admission
286051,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,14,3,17,0,0,0,0,Reserved_Seats
286110,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,2,0.54,12,5,17,1,17,3,10,Reserved_Seats
286349,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,3,0.54,14,3,17,0,24,1,12,Reserved_Seats
286575,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,241.92,1,0.54,17,0,17,2,28,1,10,General_Admission
286606,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,10,7,17,0,12,1,8,Reserved_Seats
286799,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,8,0.54,5,12,17,0,0,0,0,Reserved_Seats
286966,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,293.76,2,0.54,7,10,17,0,27,5,7,Reserved_Seats
286984,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,276.48,4,0.54,15,2,17,7,9,5,2,Reserved_Seats
287211,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,224.64,5,0.54,2,15,17,0,0,0,6,Reserved_Seats
287213,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,2,0.54,15,2,17,4,22,5,12,General_Admission
287353,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,4,0.54,13,4,17,1,0,0,6,Reserved_Seats
287557,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,15,2,17,2,14,2,10,Reserved_Seats
287598,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,3,0.54,17,0,17,1,21,4,13,General_Admission
288111,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,498.24,14,0.54,17,0,17,0,2,0,2,Reserved_Seats
288447,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,16,1,17,2,23,4,13,Reserved_Seats
288459,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,27-Feb-13,94.656,1,0.54,13,4,17,1,10,1,6,Reserved_Seats
288474,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,499.2,1,0.54,12,5,17,0,24,2,12,Reserved_Seats
288529,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,360.96,3,0.54,11,6,17,0,17,4,9,Club_Level
289131,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,328.32,3,0.54,16,1,17,3,23,3,5,Reserved_Seats
289402,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,380.16,2,0.54,13,4,17,2,9,1,7,Reserved_Seats
289537,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,308.16,24,0.54,17,0,17,0,0,0,0,Reserved_Seats
289583,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,145.44,4,0.54,15,2,17,0,17,2,10,Reserved_Seats
289623,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,241.92,2,0.54,14,3,17,0,16,3,10,General_Admission
289770,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,475.2,4,0.54,12,5,17,4,26,3,13,Reserved_Seats
289904,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,380.16,2,0.54,2,15,17,0,0,0,5,Reserved_Seats
290279,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,2,0.54,16,1,17,3,19,2,14,Reserved_Seats
290350,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,256.32,2,0.54,12,5,17,0,22,3,11,General_Admission
290390,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,15,2,17,2,11,2,6,Reserved_Seats
290609,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,12,5,17,2,29,2,12,Reserved_Seats
291103,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,4,0.54,16,1,17,4,19,5,12,Reserved_Seats
291107,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,846.72,2,0.54,1,16,17,2,0,0,0,Club_Level
291507,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,2,0.54,3,14,17,0,33,1,8,Reserved_Seats
291696,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,158.4,2,0.54,3,14,17,0,0,0,0,Reserved_Seats
291747,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,475.2,4,0.54,16,1,17,5,0,0,0,Reserved_Seats
292195,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,4,0.54,16,1,17,4,7,2,3,Reserved_Seats
292264,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Aug-13,473.28,3,0.54,14,3,17,3,17,5,7,Reserved_Seats
292548,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,499.2,2,0.54,11,6,17,0,23,3,13,Reserved_Seats
292749,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,4,0.54,10,7,17,0,19,2,12,Reserved_Seats
293258,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,17-Mar-13,94.656,1,0.54,4,13,17,0,8,1,4,Reserved_Seats
294400,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,17,0,17,0,30,4,12,Reserved_Seats
294894,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,475.2,4,0.54,13,4,17,3,32,12,15,Reserved_Seats
295107,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,2,0.54,6,11,17,0,24,4,9,Reserved_Seats
295310,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,4,13,17,0,13,1,10,Reserved_Seats
295786,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,17,0,17,0,22,3,12,Reserved_Seats
295852,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,241.92,2,0.54,3,14,17,0,8,1,0,General_Admission
295978,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,378.24,5,0.54,15,2,17,0,21,3,7,Reserved_Seats
296616,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,15,2,17,0,6,2,4,Reserved_Seats
296637,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,473.28,2,0.54,17,0,17,0,17,3,5,Reserved_Seats
296707,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,481.92,6,0.54,17,0,17,0,35,0,14,Reserved_Seats
296809,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,24-Oct-13,176.928,2,0.54,8,9,17,0,37,4,8,Reserved_Seats
297409,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Aug-13,277.44,4,0.54,12,5,17,8,19,5,7,Reserved_Seats
297492,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,2,0.54,10,7,17,0,19,2,10,General_Admission
297499,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,224.64,2,0.54,10,7,17,0,25,5,13,Reserved_Seats
297530,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,13-Nov-13,382.08,4,0.54,16,1,17,0,21,5,9,Reserved_Seats
297609,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,12,5,17,0,13,2,8,Reserved_Seats
298415,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,123.456,1,0.54,15,2,17,0,14,1,10,Reserved_Seats
298442,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,475.2,2,0.54,5,12,17,0,22,6,0,Reserved_Seats
298556,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,4,0.54,17,0,17,0,8,2,4,Reserved_Seats
298645,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,1,0.54,16,1,17,0,20,2,10,General_Admission
298842,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,2-Jan-13,380.16,2,0.54,11,6,17,0,17,3,5,Reserved_Seats
298999,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,12,0.54,8,9,17,0,20,2,12,Reserved_Seats
299116,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,3,0.54,11,6,17,0,24,2,13,Reserved_Seats
299460,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,2,0.54,2,15,17,0,27,0,13,General_Admission
299494,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,362.88,5,0.54,9,8,17,0,29,5,5,Reserved_Seats
299613,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,14,3,17,0,22,2,11,Reserved_Seats
299877,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,276.48,3,0.54,15,2,17,0,27,0,10,Reserved_Seats
300350,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,11-Nov-13,362.88,3,0.54,17,0,17,2,24,6,8,Reserved_Seats
300605,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Sep-13,499.2,4,0.54,17,0,17,8,23,8,7,Reserved_Seats
301145,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,8,9,17,0,14,3,9,Reserved_Seats
301886,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,15,2,17,4,16,2,11,Reserved_Seats
302034,2012 Basketball Season Tickets,2013 Basketball Season Tickets,0,26-Mar-13,158.4,4,0.54,1,16,17,4,6,0,1,Reserved_Seats
303286,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,30-Oct-13,259.2,3,0.54,13,4,17,0,30,10,8,General_Admission
303346,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,273.6,2,0.54,8,9,17,0,17,2,10,General_Admission
304166,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,475.2,2,0.54,8,9,17,2,0,0,0,Reserved_Seats
304639,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,2,0.54,6,11,17,2,16,2,9,General_Admission
304810,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,1,0.54,5,12,17,0,0,0,0,General_Admission
305617,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,535.68,2,0.54,14,3,17,2,31,14,12,Reserved_Seats
305786,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,359.04,4,0.54,14,3,17,4,8,2,2,Reserved_Seats
305824,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,2,0.54,16,1,17,0,13,1,9,Reserved_Seats
306123,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,15,2,17,0,5,1,4,Reserved_Seats
306487,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,3,0.54,7,10,17,0,16,2,11,Reserved_Seats
306651,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,361.92,5,0.54,15,2,17,5,21,0,0,Reserved_Seats
306720,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,4,0.54,12,5,17,1,21,16,2,Reserved_Seats
306768,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,616.32,4,0.54,11,6,17,0,0,0,0,Club_Level
307224,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,3,0.54,12,5,17,0,16,0,6,Reserved_Seats
307288,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,226.5408,1,0.54,2,15,17,0,20,6,9,General_Admission
307519,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,8,0.54,16,1,17,6,11,1,8,Reserved_Seats
307675,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,449.28,2,0.54,12,5,17,2,25,5,7,Reserved_Seats
307747,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,28-Aug-13,295.68,4,0.54,8,9,17,0,17,4,7,Reserved_Seats
307755,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,15,2,17,0,6,2,3,Reserved_Seats
307769,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,293.76,4,0.54,16,1,17,0,14,1,9,Reserved_Seats
308289,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,330.048,20,0.54,11,6,17,0,29,6,10,Reserved_Seats
308432,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,7,10,17,0,10,1,4,Reserved_Seats
308756,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,240.9408,1,0.54,17,0,17,2,18,2,12,General_Admission
310052,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,13,4,17,0,13,1,7,Reserved_Seats
310150,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,4,0.54,7,10,17,0,17,3,8,Reserved_Seats
310307,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,16,1,17,2,23,2,13,Reserved_Seats
310690,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,380.16,2,0.54,14,3,17,0,38,2,7,Reserved_Seats
310803,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,254.88,4,0.54,10,7,17,0,6,1,2,General_Admission
311132,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,248.6304,2,0.54,10,7,17,1,14,2,10,General_Admission
311292,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,2,0.54,11,6,17,0,13,2,8,Reserved_Seats
311424,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,475.2,1,0.54,5,12,17,0,0,0,0,Reserved_Seats
311585,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,290.88,1,0.54,17,0,17,0,5,1,4,Reserved_Seats
311968,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,473.28,2,0.54,13,4,17,0,29,0,6,Reserved_Seats
312021,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,382.08,4,0.54,16,1,17,4,14,2,8,Reserved_Seats
312482,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,241.92,2,0.54,11,6,17,0,7,2,3,General_Admission
312945,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,1-Oct-13,293.76,1,0.54,4,13,17,0,0,0,6,Reserved_Seats
312987,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,6,0.54,11,6,17,0,6,0,4,Reserved_Seats
313027,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,449.28,2,0.54,13,4,17,0,26,2,10,Reserved_Seats
313239,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,900.48,1,0.54,5,12,17,0,16,2,10,Platinum_Club
313837,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,16-Jul-13,362.88,3,0.54,17,0,17,0,16,0,10,Reserved_Seats
313848,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,109.104,4,0.54,11,6,17,4,25,8,13,Reserved_Seats
314105,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,25-Jul-13,94.656,1,0.54,9,8,17,0,13,1,8,Reserved_Seats
314436,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,9-Dec-13,473.28,6,0.54,16,1,17,0,7,4,3,Reserved_Seats
314746,2012 Basketball Season Tickets,2013 Basketball Season Tickets,1,5-Jan-13,94.656,1,0.54,12,5,17,1,12,2,7,Reserved_Seats
