Customer_ID,Renewal_or_Non-renewal_Date,Zip_Code_Distance_From_Stadium,Tenure_As_Season_Ticket_Member
286799,8/3/2014,0.00017697,9
286966,10/1/2013,40.07271239,7
286966,8/4/2014,40.07271239,8
286984,7/16/2013,8.306478945,8
286984,8/4/2014,8.306478945,9
287079,8/4/2014,40.97176499,1
287211,10/1/2013,NA,7
287211,8/3/2014,NA,8
287213,7/16/2013,14.6576825,2
287213,8/4/2014,14.6576825,3
287353,7/16/2013,50.53034837,6
287353,8/3/2014,50.53034837,7
287557,7/16/2013,17.80340804,7
287557,8/3/2014,17.80340804,8
287598,7/16/2013,15.64707712,8
287598,8/4/2014,15.64707712,9
288087,8/4/2014,23.2428835,1
288111,7/16/2013,1757.660407,2
288111,8/3/2014,1757.660407,3
288447,7/16/2013,20.49591016,8
288447,8/3/2014,20.49591016,9
288459,2/27/2013,5.796056068,1
288459,3/26/2014,5.796056068,2
288474,7/16/2013,19.56202665,8
288474,8/3/2014,19.56202665,9
288529,7/16/2013,23.98921286,8
288529,8/4/2014,23.98921286,9
289131,10/1/2013,38.04457501,1
289131,3/26/2014,38.04457501,2
289389,8/4/2014,17.10352178,1
289402,7/16/2013,7.638983843,1
289402,8/3/2014,7.638983843,2
289537,7/16/2013,70.16489438,1
289537,11/11/2014,70.16489438,2
289583,7/16/2013,25.82196499,8
289623,7/16/2013,15.34099297,1
289623,8/4/2014,15.34099297,2
289770,7/16/2013,33.36974427,1
289770,3/26/2014,33.36974427,2
289904,10/1/2013,40.76384882,1
290279,7/16/2013,35.59152571,5
290279,8/3/2014,35.59152571,6
290350,7/16/2013,91.28723211,2
290350,8/4/2014,91.28723211,3
290390,7/16/2013,26.95439108,2
290390,8/3/2014,26.95439108,3
290609,7/16/2013,6.470041925,2
290609,8/3/2014,6.470041925,3
291103,7/16/2013,20.41862892,8
291103,8/3/2014,20.41862892,9
291107,10/1/2013,26.81577166,1
291507,10/1/2013,22.16910213,8
291507,8/3/2014,22.16910213,9
291540,8/3/2014,30.85522959,1
291696,10/1/2013,43.41813379,1
291747,7/16/2013,17.80340804,1
291747,8/3/2014,17.80340804,2
291808,3/26/2014,112.674185,1
291869,1/27/2014,6.470041925,1
291994,8/4/2014,23.98921286,1
292195,7/16/2013,18.26041833,5
292195,8/3/2014,18.26041833,6
292264,8/25/2013,33.71821168,8
292264,8/3/2014,33.71821168,9
292548,7/16/2013,60.46775549,8
292548,8/3/2014,60.46775549,9
292749,7/16/2013,47.18384134,8
292749,8/3/2014,47.18384134,9
293047,8/4/2014,18.10579689,1
293258,3/17/2013,25.19325824,5
293258,3/26/2014,25.19325824,6
293451,10/28/2014,6.032130334,3
294050,8/3/2014,15.75395103,1
294400,7/16/2013,18.82507069,8
294400,8/3/2014,18.82507069,9
294422,8/3/2014,27.714786,1
294894,7/16/2013,9.302954244,8
294894,8/3/2014,9.302954244,9
295107,10/1/2013,41.27348804,6
295107,8/3/2014,41.27348804,7
295253,8/4/2014,31.7502737,1
295310,7/16/2013,20.0917229,8
295680,3/26/2014,33.11383547,1
295710,3/26/2014,24.21081399,1
295786,7/16/2013,41.38271418,8
295786,8/3/2014,41.38271418,9
295852,7/16/2013,19.92903648,1
295852,8/4/2014,19.92903648,2
295978,10/1/2013,20.49591016,8
295978,8/3/2014,20.49591016,9
296128,8/17/2014,9.04590558,1
296300,8/4/2014,33.38106979,1
296616,7/16/2013,375.0523102,2
296616,8/4/2014,375.0523102,3
296637,10/1/2013,23.98921286,8
296707,7/16/2013,19.0112019,8
296707,8/3/2014,19.0112019,9
296809,10/24/2013,15.76282663,2
296809,3/26/2014,15.76282663,3
297344,11/11/2014,11.44321555,1
297409,8/25/2013,3.395981776,1
297409,8/4/2014,3.395981776,2
297492,7/16/2013,16.31722129,5
297492,8/4/2014,16.31722129,6
297499,7/16/2013,20.46984132,2
297499,8/3/2014,20.46984132,3
297530,11/13/2013,10.02794563,8
297530,8/3/2014,10.02794563,9
297609,7/25/2013,66.87826787,2
297609,3/26/2014,66.87826787,3
297727,3/26/2014,34.47396313,1
298315,3/26/2014,11.03848095,1
298370,10/23/2014,25.82196499,1
298415,7/25/2013,63.64387988,1
298415,3/26/2014,63.64387988,2
298442,10/1/2013,33.9102695,1
298556,7/16/2013,18.26041833,4
298556,8/3/2014,18.26041833,5
298645,7/16/2013,62.68350641,4
298645,8/4/2014,62.68350641,5
298668,3/26/2014,23.01663286,1
298842,1/2/2013,34.47396313,8
298842,8/3/2014,34.47396313,9
298999,7/16/2013,30.05827276,8
298999,8/3/2014,30.05827276,9
299093,8/4/2014,53.76606047,1
299116,7/16/2013,14.77824202,8
299116,8/3/2014,14.77824202,9
299460,7/16/2013,15.25073516,5
299460,8/4/2014,15.25073516,6
299494,10/1/2013,29.17976435,8
299494,8/3/2014,29.17976435,9
299613,7/16/2013,16.57936282,8
299613,8/3/2014,16.57936282,9
299856,3/26/2014,25.19325824,1
299877,7/16/2013,33.1722489,8
299877,8/4/2014,33.1722489,9
300032,8/4/2014,35.09590035,9
300350,11/11/2013,16.31722129,8
300350,8/3/2014,16.31722129,9
300605,9/25/2013,11.50835129,1
300605,11/11/2014,11.50835129,2
300996,9/1/2014,12.16476665,1
301145,7/25/2013,16.07220001,1
301145,3/26/2014,16.07220001,2
301259,3/26/2014,60.37940771,1
301886,7/16/2013,15.02181066,6
301886,8/3/2014,15.02181066,7
302034,3/26/2013,31.41737315,1
302140,8/4/2014,21.48118365,1
303286,10/30/2013,40.14704652,2
303286,8/4/2014,40.14704652,3
303346,7/16/2013,67.25146217,3
303346,12/21/2014,67.25146217,4
304166,10/1/2013,NA,1
304166,3/26/2014,NA,2
304639,7/16/2013,36.32519181,2
304639,3/26/2014,36.32519181,3
304809,8/3/2014,56.23221451,3
304810,7/16/2013,39.60647237,4
304810,9/18/2014,39.60647237,5
304855,8/4/2014,17.72608889,1
304938,8/3/2014,15.02181066,1
305617,7/16/2013,11.44321555,1
305786,7/16/2013,0.00017697,1
305786,8/3/2014,0.00017697,2
305824,7/16/2013,NA,6
305824,8/3/2014,NA,7
306071,8/4/2014,34.14664351,1
306123,7/16/2013,375.0523102,2
306123,8/4/2014,375.0523102,3
306184,3/26/2014,17.96124416,1
306294,3/26/2014,47.49231293,5
306487,7/16/2013,27.53737402,8
306487,8/3/2014,27.53737402,9
306651,7/16/2013,19.56202665,8
306651,8/3/2014,19.56202665,9
306720,7/16/2013,58.54043638,8
306720,8/3/2014,58.54043638,9
306768,7/16/2013,33.67337171,8
306768,8/12/2014,33.67337171,9
306908,8/4/2014,16.99233623,1
307224,7/16/2013,18.82507069,8
307224,8/3/2014,18.82507069,9
307288,7/16/2013,21.66659801,1
307288,3/26/2014,21.66659801,2
307519,7/16/2013,NA,8
307519,3/26/2014,NA,9
307675,10/1/2013,40.14704652,8
307675,8/3/2014,40.14704652,9
307719,8/4/2014,26.02374625,1
307747,8/28/2013,15.34099297,1
307747,8/4/2014,15.34099297,2
307755,7/16/2013,35.59152571,2
307755,8/3/2014,35.59152571,3
307769,7/16/2013,130.3859097,1
307769,3/26/2014,130.3859097,2
308283,8/4/2014,49.56420138,1
308289,7/16/2013,53.88749562,1
308289,8/4/2014,53.88749562,2
308432,7/16/2013,29.89956229,2
308432,8/3/2014,29.89956229,3
308756,7/16/2013,29.91608899,8
308756,8/4/2014,29.91608899,9
308805,3/26/2014,23.25425512,1
309238,12/14/2014,86.66731839,1
310052,7/16/2013,21.35770313,4
310052,8/3/2014,21.35770313,5
310150,7/16/2013,42.81787713,8
310150,8/3/2014,42.81787713,9
310307,7/16/2013,8.605469492,8
310307,8/3/2014,8.605469492,9
310690,10/1/2013,26.95439108,1
310803,7/16/2013,37.55623245,1
310803,3/26/2014,37.55623245,2
311132,7/16/2013,82.85049871,2
311132,8/4/2014,82.85049871,3
311292,7/16/2013,29.13238208,2
311292,8/3/2014,29.13238208,3
311424,7/16/2013,6.032130334,8
311585,7/16/2013,375.0523102,2
311585,8/4/2014,375.0523102,3
311968,7/16/2013,27.35781425,8
311968,8/3/2014,27.35781425,9
312021,7/16/2013,28.71559564,6
312021,8/3/2014,28.71559564,7
312233,3/26/2014,182.0709076,1
312482,7/16/2013,72.30764011,1
312945,10/1/2013,6.032130334,1
312987,7/16/2013,33.51615027,8
312987,8/3/2014,33.51615027,9
313027,7/16/2013,0.00017697,8
313027,8/3/2014,0.00017697,9
313239,7/16/2013,47.68082894,1
313239,3/26/2014,47.68082894,2
313480,8/4/2014,80.12423883,1
313811,8/3/2014,3.395981776,1
313837,7/16/2013,26.36386491,5
313837,8/3/2014,26.36386491,6
313848,7/25/2013,25.61542578,2
313848,8/4/2014,25.61542578,3
313989,8/3/2014,26.36386491,1
314014,3/26/2014,11.50835129,1
314105,7/25/2013,12.83150898,2
314436,12/9/2013,155.3261616,1
314436,8/3/2014,155.3261616,2
314746,1/5/2013,18.10579689,1
314746,3/26/2014,18.10579689,2
314778,10/1/2013,35.09590035,1
314778,8/3/2014,35.09590035,2
314930,7/16/2013,37.29619462,8
314930,3/26/2014,37.29619462,9
316135,7/16/2013,13.26172683,2
316135,8/4/2014,13.26172683,3
316244,10/1/2013,19.0112019,8
316244,8/3/2014,19.0112019,9
316621,8/4/2014,14.81797004,1
316838,7/16/2013,16.31722129,2
316838,8/3/2014,16.31722129,3
316978,2/24/2013,66.5372408,8
316978,8/4/2014,66.5372408,9
317008,7/16/2013,20.70627021,4
317008,8/3/2014,20.70627021,5
317024,7/16/2013,375.0523102,2
317024,8/4/2014,375.0523102,3
317080,7/16/2013,20.70241261,6
317080,8/3/2014,20.70241261,7
317196,7/16/2013,40.48274959,8
317196,8/3/2014,40.48274959,9
317256,9/2/2013,25.82196499,1
317256,8/3/2014,25.82196499,2
317400,8/3/2014,24.53955719,1
317496,8/4/2014,18.43335983,1
317811,7/16/2013,20.70241261,2
317811,2/4/2014,20.70241261,3
318027,7/16/2013,379.9677422,1
318027,8/4/2014,379.9677422,2
318047,7/16/2013,36.52241576,1
318047,8/4/2014,36.52241576,2
318204,7/16/2013,11.44321555,8
318204,8/4/2014,11.44321555,9
318468,3/26/2014,13.67847648,1
319057,7/16/2013,14.53871525,6
319057,3/26/2014,14.53871525,7
319114,7/16/2013,14.77824202,2
319114,8/4/2014,14.77824202,3
319776,7/16/2013,9.302954244,8
319776,8/4/2014,9.302954244,9
320402,7/16/2013,155.3261616,1
320402,8/3/2014,155.3261616,2
320751,7/16/2013,11.77745049,1
320751,8/4/2014,11.77745049,2
320886,8/21/2014,33.71821168,1
321114,8/4/2014,44.92693773,1
321300,9/28/2014,6.032130334,1
321873,8/4/2014,25.73931283,1
322010,7/16/2013,26.95439108,1
322160,7/16/2013,18.13076507,4
322160,8/3/2014,18.13076507,5
322287,7/16/2013,45.1465921,8
322287,8/4/2014,45.1465921,9
322374,1/21/2013,54.24007639,1
322374,3/26/2014,54.24007639,2
322408,7/16/2013,51.69819402,1
322408,3/26/2014,51.69819402,2
322582,7/16/2013,16.31722129,2
322582,8/3/2014,16.31722129,3
322783,8/4/2014,23.18747017,1
322925,8/3/2014,33.28916579,1
322979,7/16/2013,3.395981776,8
322979,8/3/2014,3.395981776,9
323510,7/16/2013,22.93868049,6
323510,8/3/2014,22.93868049,7
323530,8/3/2014,14.83371684,1
323850,7/16/2013,14.83371684,8
323850,8/3/2014,14.83371684,9
323861,7/16/2013,3.395981776,8
323861,8/4/2014,3.395981776,9
324047,8/3/2014,13.46804269,1
324216,3/26/2014,29.6022297,1
324553,7/16/2013,35.82569479,2
324553,8/3/2014,35.82569479,3
324632,7/16/2013,23.56213922,2
324632,8/3/2014,23.56213922,3
325231,8/4/2014,9.074084291,1
325540,7/16/2013,16.23935352,7
325540,8/4/2014,16.23935352,8
326118,7/25/2013,12.38848901,2
326118,3/26/2014,12.38848901,3
326721,10/1/2013,18.13076507,2
326721,8/4/2014,18.13076507,3
326751,7/16/2013,47.49231293,2
326751,8/4/2014,47.49231293,3
326761,7/16/2013,35.36348712,2
326761,8/3/2014,35.36348712,3
326775,9/30/2013,18.40830478,7
326775,8/4/2014,18.40830478,8
326895,7/16/2013,6.032130334,2
326895,9/10/2014,6.032130334,3
327160,11/3/2014,5.741087938,1
327291,8/3/2014,28.87472634,1
327414,8/4/2014,23.64243435,1
327482,3/26/2014,57.50119323,1
327518,7/16/2013,145.1817074,8
327518,8/3/2014,145.1817074,9
327967,8/4/2014,22.16910213,1
328135,7/16/2013,9.074084291,8
328135,8/12/2014,9.074084291,9
328170,9/30/2013,5.728709965,8
328170,8/3/2014,5.728709965,9
328191,10/1/2013,12.38848901,2
328191,3/26/2014,12.38848901,3
328662,7/16/2013,22.07978182,6
328662,8/3/2014,22.07978182,7
329079,7/16/2013,9.04590558,8
329079,8/4/2014,9.04590558,9
329434,7/16/2013,59.35674422,1
329434,8/3/2014,59.35674422,2
329472,7/16/2013,21.0907518,1
329472,8/4/2014,21.0907518,2
330001,3/26/2014,15.22473615,1
330092,7/16/2013,35.02226143,1
330092,8/4/2014,35.02226143,2
330297,10/1/2013,3.395981776,8
330297,8/3/2014,3.395981776,9
330335,7/16/2013,25.82196499,8
330335,8/4/2014,25.82196499,9
330485,7/16/2013,23.56213922,7
330485,8/3/2014,23.56213922,8
330570,8/4/2014,32.53877463,1
330647,9/23/2014,86.81805366,1
330680,11/11/2013,9.302954244,1
330680,9/30/2014,9.302954244,2
330777,7/16/2013,6.470041925,2
330777,12/30/2014,6.470041925,3
330779,8/3/2014,20.49591016,1
330802,3/26/2014,17.10352178,1
330858,7/16/2013,NA,8
330858,8/4/2014,NA,9
330952,11/13/2014,25.26416632,6
331099,7/16/2013,7.638983843,8
331099,8/4/2014,7.638983843,9
331115,10/1/2013,28.40195733,1
331115,8/13/2014,28.40195733,2
331452,8/3/2014,12.38848901,1
331594,3/26/2014,67.51509107,5
331718,7/16/2013,8.605469492,8
331718,8/17/2014,8.605469492,9
331810,7/16/2013,9.302954244,2
331810,8/3/2014,9.302954244,3
332149,10/1/2013,93.46449625,7
332236,7/16/2013,15.4834037,1
332248,7/16/2013,20.03357795,8
332248,8/3/2014,20.03357795,9
332282,7/16/2013,64.16002124,1
332282,8/3/2014,64.16002124,2
332310,7/16/2013,27.34767992,2
332310,8/4/2014,27.34767992,3
332357,7/16/2013,25.19325824,8
332357,8/4/2014,25.19325824,9
332386,3/26/2014,17.96124416,1
332677,11/5/2014,31.7502737,1
332874,3/26/2014,16.31722129,1
333470,10/1/2013,35.02226143,7
333470,8/4/2014,35.02226143,8
333918,8/3/2014,30.81685768,1
333922,3/26/2014,18.13076507,1
334041,10/1/2013,9.806216599,1
334116,7/16/2013,47.9446553,8
334116,8/3/2014,47.9446553,9
334236,8/4/2014,27.17007623,1
334424,3/26/2014,23.36657967,1
334781,7/25/2013,26.06443213,2
334781,9/11/2014,26.06443213,3
334834,3/26/2014,11.77745049,1
335128,3/26/2014,13.77729398,1
335625,10/1/2013,9.074084291,6
335648,10/1/2013,25.19325824,1
335648,9/29/2014,25.19325824,2
336187,7/25/2013,18.26041833,1
336187,3/26/2014,18.26041833,2
336677,7/16/2013,13.85462359,8
336677,8/4/2014,13.85462359,9
336742,3/26/2014,22.70926476,1
336748,7/16/2013,28.40195733,8
336748,8/3/2014,28.40195733,9
336862,7/16/2013,25.82196499,1
336862,8/3/2014,25.82196499,2
336885,12/31/2013,33.02230227,1
336885,8/4/2014,33.02230227,2
337161,7/16/2013,60.2748581,1
337775,3/26/2014,27.34767992,1
338667,11/11/2014,17.72608889,9
338683,7/16/2013,15.73557189,6
338683,8/4/2014,15.73557189,7
338703,7/16/2013,1112.855444,1
338851,10/1/2013,23.930301,5
338851,8/4/2014,23.930301,6
338997,7/16/2013,36.71248609,6
338997,8/3/2014,36.71248609,7
339764,12/29/2014,21.66659801,1
340440,7/16/2013,22.05968316,6
340440,8/3/2014,22.05968316,7
340452,7/16/2013,67.51509107,8
340452,8/3/2014,67.51509107,9
340639,10/1/2013,38.04457501,4
340639,3/26/2014,38.04457501,5
340820,7/16/2013,61.01129994,1
340820,8/3/2014,61.01129994,2
340858,7/16/2013,5.728709965,8
340858,8/4/2014,5.728709965,9
342079,7/16/2013,31.92344975,6
342079,8/4/2014,31.92344975,7
342102,11/19/2013,62.33114388,1
342102,11/10/2014,62.33114388,2
342109,7/16/2013,12.38848901,8
342109,8/4/2014,12.38848901,9
342371,10/1/2013,22.23534021,1
342371,3/26/2014,22.23534021,2
342646,7/16/2013,7.402454471,2
342646,8/3/2014,7.402454471,3
342784,10/1/2013,15.76282663,1
342784,3/26/2014,15.76282663,2
343159,8/3/2014,43.41813379,1
343367,3/26/2014,15.99369386,1
343474,7/16/2013,25.38022385,7
343474,8/3/2014,25.38022385,8
343686,7/16/2013,42.92879999,3
343686,8/3/2014,42.92879999,4
343766,10/1/2013,9.806216599,1
343766,8/3/2014,9.806216599,2
343945,3/26/2014,7.402454471,1
344039,8/3/2014,19.708638,1
344219,8/3/2014,15.73557189,1
344392,8/3/2014,21.56989477,8
344656,10/1/2013,8.306478945,1
345085,8/4/2014,63.644874,1
345172,9/26/2013,65.64471577,1
345172,8/4/2014,65.64471577,2
345259,10/1/2013,28.40195733,2
345259,8/3/2014,28.40195733,3
345293,3/26/2014,16.70995515,1
345347,7/16/2013,24.7410189,1
345347,8/3/2014,24.7410189,2
345378,7/16/2013,38.51106989,8
345378,8/3/2014,38.51106989,9
345965,7/16/2013,37.54021173,8
345965,8/3/2014,37.54021173,9
346479,11/24/2013,34.05600641,1
346479,3/26/2014,34.05600641,2
346690,7/16/2013,35.59152571,1
346690,8/4/2014,35.59152571,2
346715,7/16/2013,NA,4
346715,8/3/2014,NA,5
346906,8/4/2014,57.46730681,1
346912,8/4/2014,21.56989477,1
347102,7/16/2013,30.81685768,1
347102,8/3/2014,30.81685768,2
347603,7/25/2013,57.99044998,1
347603,3/26/2014,57.99044998,2
347706,7/16/2013,42.85197313,8
347706,8/3/2014,42.85197313,9
347885,7/16/2013,51.69819402,2
347885,8/4/2014,51.69819402,3
348002,3/26/2014,20.46984132,1
348333,8/3/2014,15.00254292,1
348627,7/16/2013,56.78452503,8
348627,8/3/2014,56.78452503,9
348975,7/16/2013,13.46804269,2
348975,8/3/2014,13.46804269,3
349105,11/24/2013,31.80107356,1
349105,11/13/2014,31.80107356,2
349238,3/26/2014,46.50227642,1
349283,7/16/2013,3.395981776,8
349283,8/3/2014,3.395981776,9
350204,8/3/2014,12.7413899,1
350618,7/16/2013,20.4062856,8
350618,8/3/2014,20.4062856,9
350795,7/16/2013,12.7413899,4
350795,8/4/2014,12.7413899,5
350978,8/4/2014,16.31722129,1
350997,7/16/2013,121.4834736,8
350997,8/4/2014,121.4834736,9
351098,10/1/2013,56.3290612,2
351098,3/26/2014,56.3290612,3
351573,7/16/2013,33.78481808,2
351573,8/3/2014,33.78481808,3
351732,8/4/2014,66.25525675,1
351741,7/16/2013,56.54683128,1
351741,11/10/2014,56.54683128,2
351947,3/26/2014,15.75395103,1
352727,7/16/2013,9.302954244,2
352727,8/3/2014,9.302954244,3
353135,3/26/2014,75.64616862,1
353292,7/25/2013,11.44321555,1
353462,10/1/2013,0.00017697,2
353462,12/3/2014,0.00017697,3
353506,7/16/2013,25.10220162,2
353506,8/3/2014,25.10220162,3
353874,7/16/2013,43.05267636,2
353874,8/4/2014,43.05267636,3
353977,7/16/2013,55.39385546,8
353977,8/3/2014,55.39385546,9
354002,7/16/2013,28.52474631,4
354002,8/4/2014,28.52474631,5
354053,10/1/2013,56.38978717,1
354053,3/26/2014,56.38978717,2
354298,1/8/2013,69.09036247,2
354298,8/4/2014,69.09036247,3
354718,10/7/2013,25.19325824,1
355168,7/25/2013,12.38848901,1
355708,8/4/2014,21.35770313,1
355870,7/16/2013,5.728709965,6
355870,8/4/2014,5.728709965,7
355968,8/4/2014,47.18384134,1
356092,7/16/2013,23.2389425,1
356092,8/4/2014,23.2389425,2
356955,7/16/2013,23.64243435,4
356955,8/4/2014,23.64243435,5
357021,8/3/2014,35.28280301,1
357422,7/25/2013,12.16476665,2
357422,3/26/2014,12.16476665,3
357588,7/16/2013,16.31722129,8
357588,8/3/2014,16.31722129,9
357802,1/29/2013,46.50227642,2
357802,8/17/2014,46.50227642,3
357889,8/4/2014,28.52474631,1
359018,7/16/2013,43.39025656,1
359018,8/3/2014,43.39025656,2
359242,10/1/2013,35.09590035,1
359310,3/26/2014,27.17007623,1
359408,7/16/2013,78.46970276,6
359408,8/3/2014,78.46970276,7
360028,7/16/2013,31.43649782,2
360233,8/12/2014,18.77702669,1
360357,7/16/2013,11.44321555,1
360357,8/15/2014,11.44321555,2
360612,8/3/2014,13.46804269,1
361074,3/9/2013,13.10593505,1
361074,12/4/2014,13.10593505,2
361210,7/16/2013,21.35770313,1
361210,8/4/2014,21.35770313,2
361537,7/25/2013,16.99233623,2
361608,9/29/2014,40.76384882,1
361705,11/11/2013,123.5488981,8
361705,8/3/2014,123.5488981,9
362075,3/26/2014,47.68082894,1
362482,7/16/2013,15.08747909,6
362482,8/3/2014,15.08747909,7
362514,7/25/2013,16.31722129,2
362815,8/4/2014,46.50227642,1
363023,8/4/2014,24.05040071,1
363160,10/1/2013,9.302954244,4
363160,8/3/2014,9.302954244,5
363197,8/3/2014,17.38066512,1
363403,8/4/2014,18.40830478,3
363551,8/3/2014,14.83371684,1
363640,7/16/2013,20.70241261,7
363640,8/3/2014,20.70241261,8
364268,2/10/2014,17.10352178,1
364270,3/26/2014,11.50835129,1
364417,7/16/2013,27.17007623,5
364417,8/3/2014,27.17007623,6
364623,11/19/2013,0.00017697,1
364623,8/3/2014,0.00017697,2
364678,2/18/2013,735.8278744,1
364678,3/26/2014,735.8278744,2
364928,8/4/2014,23.18747017,1
365201,8/3/2014,11.44321555,1
